,HourlyPrecipitation,HourlyRelativeHumidity,HourlyDryBulbTemperature,y,unique_id
2016-08-10 06:00:00,0.0,92.83333333333333,75.41666666666667,16.75,1.0
2016-08-10 09:00:00,0.01,80.1111111111111,79.77777777777777,16.6,1.0
2016-08-10 12:00:00,0.02,73.91666666666667,82.33333333333333,16.75,1.0
2016-08-10 15:00:00,0.03,76.66666666666667,83.0,17.866666666666664,1.0
2016-08-10 18:00:00,0.0,72.66666666666667,83.16666666666667,17.599999999999998,1.0
2016-08-10 21:00:00,0.0,83.0,78.33333333333333,16.691666666666666,1.0
2016-08-11 00:00:00,0.0,91.0,76.0,15.700000000000001,1.0
2016-08-11 03:00:00,0.0,90.5,75.22222222222223,15.300000000000002,1.0
2016-08-11 06:00:00,0.0,88.0,76.16666666666667,15.0,1.0
2016-08-11 09:00:00,0.0,70.94444444444444,82.83333333333333,15.200000000000001,1.0
2016-08-11 12:00:00,0.0,57.333333333333336,87.0,15.875,1.0
2016-08-11 15:00:00,0.0,53.333333333333336,89.0,16.7,1.0
2016-08-11 18:00:00,0.0,60.333333333333336,85.16666666666667,16.425,1.0
2016-08-11 21:00:00,0.0,76.0,80.66666666666667,15.65,1.0
2016-08-12 00:00:00,0.0,83.66666666666667,78.0,15.0,1.0
2016-08-12 03:00:00,0.0,95.5,76.16666666666667,14.5,1.0
2016-08-12 06:00:00,0.0,89.66666666666667,77.55555555555556,14.1,1.0
2016-08-12 09:00:00,0.0,68.1111111111111,84.1111111111111,13.725,1.0
2016-08-12 12:00:00,0.0,51.5,89.83333333333333,13.641666666666666,1.0
2016-08-12 15:00:00,0.0,50.0,90.33333333333333,13.766666666666666,1.0
2016-08-12 18:00:00,0.0,62.666666666666664,85.16666666666667,13.549999999999999,1.0
2016-08-12 21:00:00,0.0,82.33333333333333,77.66666666666667,13.200000000000001,1.0
2016-08-13 00:00:00,0.0,91.33333333333333,74.66666666666667,12.950000000000001,1.0
2016-08-13 03:00:00,0.0,96.5,74.0,12.6,1.0
2016-08-13 06:00:00,0.0,86.33333333333333,76.58333333333333,12.275,1.0
2016-08-13 09:00:00,0.0,64.83333333333333,83.0,12.275,1.0
